JW05
   0.6522715     -0.2263899E-01
   0.6563217     -0.2254459E-01
   0.6603897     -0.2244799E-01
   0.6644216     -0.2235046E-01
   0.6684206     -0.2225197E-01
   0.6723591     -0.2215320E-01
   0.6762573     -0.2205369E-01
   0.6801252     -0.2195317E-01
   0.6841403     -0.2184683E-01
   0.6855097     -0.2181007E-01
   0.6866717     -0.2177869E-01
   0.6882825     -0.2173486E-01
   0.6892162     -0.2170929E-01
   0.6903102     -0.2167916E-01
   0.6910475     -0.2165876E-01
   0.6921732     -0.2162743E-01
   0.6943191     -0.2156715E-01
   0.6963905     -0.2150822E-01
   0.6985500     -0.2144594E-01
   0.7002249     -0.2139701E-01
   0.7017503     -0.2135196E-01
   0.7035011     -0.2129963E-01
   0.7050862     -0.2125167E-01
   0.7052781     -0.2124582E-01
   0.7067575     -0.2120046E-01
   0.7082436     -0.2115436E-01
   0.7097495     -0.2110706E-01
   0.7112859     -0.2105820E-01
   0.7128633     -0.2100736E-01
   0.7144947     -0.2095404E-01
   0.7161853     -0.2089795E-01
   0.7179442     -0.2083867E-01
   0.7197706     -0.2077608E-01
   0.7216554     -0.2071034E-01
   0.7235758     -0.2064211E-01
   0.7255500     -0.2057061E-01
   0.7276136     -0.2049434E-01
   0.7297683     -0.2041298E-01
   0.7320238     -0.2032586E-01
   0.7343975     -0.2023193E-01
   0.7369123     -0.2012984E-01
   0.7395974     -0.2001781E-01
   0.7424912     -0.1989344E-01
   0.7456469     -0.1975339E-01
   0.7491511     -0.1959234E-01
   0.7514818     -0.1948191E-01
   0.7531344     -0.1940197E-01
   0.7549546     -0.1931234E-01
   0.7569669     -0.1921129E-01
   0.7592054     -0.1909646E-01
   0.7617038     -0.1896523E-01
   0.7645041     -0.1881427E-01
   0.7676655     -0.1863890E-01
   0.7713050     -0.1843048E-01
   0.7755864     -0.1817633E-01
   0.7806553     -0.1786301E-01
   0.7866180     -0.1747773E-01
   0.7935577     -0.1700805E-01
   0.8013953     -0.1644852E-01
   0.8099136     -0.1580995E-01
   0.8188303     -0.1511117E-01
   0.8279209     -0.1436655E-01
   0.8370572     -0.1360319E-01
   0.8461818     -0.1282872E-01
   0.8552548     -0.1204949E-01
   0.8643450     -0.1126256E-01
   0.8734261     -0.1047306E-01
   0.8824667     -0.9686592E-02
   0.8914851     -0.8904399E-02
   0.9004860     -0.8128857E-02
   0.9094654     -0.7362514E-02
   0.9184190     -0.6606033E-02
   0.9273376     -0.5860116E-02
   0.9361817     -0.5127917E-02
   0.9448895     -0.4414301E-02
   0.9533744     -0.3725892E-02
   0.9614821     -0.3074513E-02
   0.9690210     -0.2474453E-02
   0.9758234     -0.1937651E-02
   0.9817702     -0.1471996E-02
   0.9868679     -0.1075500E-02
   0.9912000     -0.7404912E-03
   0.9948836     -0.4570462E-03
   0.9980385     -0.2153043E-03
    1.000429     -0.3282598E-04
